文件,中文字符串,替换值
Editor\Tools\UI\UIRuleManage.cs,判断是本地路径还是网络路径,Determine if it is a local or network path
Editor\Tools\UI\UIRuleManage.cs,检查是否已经存在同名的资产,Check if an asset with the same name already exists
Editor\Tools\UI\UIRuleManage.cs,如果在指定路径下没找到,If not found in the specified path
Editor\Tools\UI\UIRuleManage.cs,分块读取文件以避免阻塞,Read file in chunks to avoid blocking
Editor\Tools\UI\UIRuleManage.cs,使用协程分帧读取大文件,Use coroutines to read large files in frames
Editor\Tools\UI\UIRuleManage.cs,获取图片的完整本地路径,Get complete local path of image
Editor\Tools\UI\UIRuleManage.cs,标记资产为脏数据并保存,Mark asset as dirty and save
Editor\Tools\UI\UIRuleManage.cs,启动异步获取原型图片,Start async fetch of prototype image
Editor\Tools\UI\UIRuleManage.cs,加载本地图片并转换为,Load local image and convert to
Editor\Tools\UI\UIRuleManage.cs,成功读取优化规则文件,Successfully read optimization rule file
Editor\Tools\UI\UIRuleManage.cs,批量记录节点命名信息,Batch record node naming information
Editor\Tools\UI\UIRuleManage.cs,构建环境和附加条件的,Of build environment and extra conditions
Editor\Tools\UI\UIRuleManage.cs,如果没有提供保存路径,If no save path provided
Editor\Tools\UI\UIRuleManage.cs,读取优化规则文件失败,Fail to read optimization rule file
Editor\Tools\UI\UIRuleManage.cs,在协程中处理文件读取,Handle file reading in coroutine
Editor\Tools\UI\UIRuleManage.cs,启动协程获取原型图片,Start coroutine to get prototype image
Editor\Tools\UI\UIRuleManage.cs,加载网络图片并转换为,Load online image and convert to
Editor\Tools\UI\UIRuleManage.cs,构建完整的文件路径,Build the full file path
Editor\Tools\UI\UIRuleManage.cs,未设置优化规则路径,Optimization rule path not set
Editor\Tools\UI\UIRuleManage.cs,判断是否为网络路径,Determine whether it's a network path
Editor\Tools\UI\UIRuleManage.cs,获取原型图片的协程,Coroutine to get prototype image
Editor\Tools\UI\UIRuleManage.cs,根据文件扩展名确定,Determine by file extension
Editor\Tools\UI\UIRuleManage.cs,在全工程中查找所有,Find all throughout the project
Editor\Tools\UI\UIRuleManage.cs,本地图片文件不存在,Local image file does not exist
Editor\Tools\UI\UIRuleManage.cs,中的配置替代原来的,Config in replaces the original
Editor\Tools\UI\UIRuleManage.cs,优化规则文件不存在,Optimization rule file does not exist
Editor\Tools\UI\UIRuleManage.cs,如果已经是绝对路径,If already an absolute path
Editor\Tools\UI\UIRuleManage.cs,根据文件扩展名获取,Get by file extension
Editor\Tools\UI\UIRuleManage.cs,即使没有找到特定的,Even if the specific one is not found
Editor\Tools\UI\UIRuleManage.cs,为全路径或相对路径,A full path or relative path
Editor\Tools\UI\UIRuleManage.cs,在协程外部处理异常,Handle exceptions outside the coroutine
Editor\Tools\UI\UIRuleManage.cs,制作方案和修改记录,Create solution and modification record
Editor\Tools\UI\UIRuleManage.cs,布局优化规则已加载,Layout optimization rules loaded
Editor\Tools\UI\UIRuleManage.cs,使用第一个找到的,Use the first one found
Editor\Tools\UI\UIRuleManage.cs,处理批量节点信息,Handle batch node information
Editor\Tools\UI\UIRuleManage.cs,网络图片下载超时,Network image download timeout
Editor\Tools\UI\UIRuleManage.cs,使用协程方式获取,Use coroutine method to get
Editor\Tools\UI\UIRuleManage.cs,原型图片加载完成,Prototype image loaded
Editor\Tools\UI\UIRuleManage.cs,没有更多数据可读,No more data to read
Editor\Tools\UI\UIRuleManage.cs,获取节点命名信息,Get node naming information
Editor\Tools\UI\UIRuleManage.cs,拼接到项目根目录,Append to project root directory
Editor\Tools\UI\UIRuleManage.cs,网络图片下载失败,Network image download failed
Editor\Tools\UI\UIRuleManage.cs,确保保存目录存在,Make sure save directory exists
Editor\Tools\UI\UIRuleManage.cs,加载图片并转换为,Load image and convert to
Editor\Tools\UI\UIRuleManage.cs,布局信息需要下载,Layout info needs downloading
Editor\Tools\UI\UIRuleManage.cs,本地图片数据为空,Local image data is empty
Editor\Tools\UI\UIRuleManage.cs,生成包含构建步骤,Generate including build steps
Editor\Tools\UI\UIRuleManage.cs,本地图片读取失败,Failed to read local image
Editor\Tools\UI\UIRuleManage.cs,如果直接加载失败,If direct load fails
Editor\Tools\UI\UIRuleManage.cs,启动图片加载协程,Start image loading coroutine
Editor\Tools\UI\UIRuleManage.cs,制作规则和方案,Create rules and solutions
Editor\Tools\UI\UIRuleManage.cs,网络图片转换为,Network image converted to
Editor\Tools\UI\UIRuleManage.cs,从本地加载图片,Load image from local
Editor\Tools\UI\UIRuleManage.cs,不包含原型图片,Does not contain prototype image
Editor\Tools\UI\UIRuleManage.cs,从网络加载图片,Load image from network
Editor\Tools\UI\UIRuleManage.cs,可能是错误路径,May be wrong path
Editor\Tools\UI\UIRuleManage.cs,中解析这些字段,Parse these fields in
Editor\Tools\UI\UIRuleManage.cs,创建时间戳记录,Create timestamp record
Editor\Tools\UI\UIRuleManage.cs,从指定路径载入,Load from specified path
Editor\Tools\UI\UIRuleManage.cs,本地图片转换为,Local image converted to
Editor\Tools\UI\UIRuleManage.cs,开始加载图片,Begin loading image
Editor\Tools\UI\UIRuleManage.cs,规则构建完成,Rules construction complete
Editor\Tools\UI\UIRuleManage.cs,检查下载结果,Check download result
Editor\Tools\UI\UIRuleManage.cs,返回原始路径,Return original path
Editor\Tools\UI\UIRuleManage.cs,直接读取文件,Read file directly
Editor\Tools\UI\UIRuleManage.cs,获取原型图片,Get prototype image
Editor\Tools\UI\UIRuleManage.cs,支持两种格式,Support two formats
Editor\Tools\UI\UIRuleManage.cs,添加构建步骤,Add build step
Editor\Tools\UI\UIRuleManage.cs,启动异步获取,Start async fetch
Editor\Tools\UI\UIRuleManage.cs,如果都找不到,If none can be found
Editor\Tools\UI\UIRuleManage.cs,添加构建环境,Add build environment
Editor\Tools\UI\UIRuleManage.cs,处理异步操作,Handle async operation
Editor\Tools\UI\UIRuleManage.cs,读取文件数据,Read file data
Editor\Tools\UI\UIRuleManage.cs,构建规则说明,Build rule description
Editor\Tools\UI\UIRuleManage.cs,创建资产文件,Create asset file
Editor\Tools\UI\UIRuleManage.cs,调整数组大小,Adjust array size
Editor\Tools\UI\UIRuleManage.cs,设置基本属性,Set basic property
Editor\Tools\UI\UIRuleManage.cs,使用默认路径,Use default path
Editor\Tools\UI\UIRuleManage.cs,每读取一块就,For each chunk read
Editor\Tools\UI\UIRuleManage.cs,检查值的类型,Check the type of value
Editor\Tools\UI\UIRuleManage.cs,尝试查找文件,Attempt to find file
Editor\Tools\UI\UIRuleManage.cs,添加附加条件,Add additional condition
Editor\Tools\UI\UIRuleManage.cs,启动协程获取,Start coroutine fetch
Editor\Tools\UI\UIRuleManage.cs,规则管理工具,Rules management tool
Editor\Tools\UI\UIRuleManage.cs,列表已初始化,List initialized
Editor\Tools\UI\UIRuleManage.cs,批量记录节点,Batch record nodes
Editor\Tools\UI\UIRuleManage.cs,设置各种属性,Set various attributes
Editor\Tools\UI\UIRuleManage.cs,等待下载完成,Wait for download complete
Editor\Tools\UI\UIRuleManage.cs,的文本内容,The text content of
Editor\Tools\UI\UIRuleManage.cs,检查是否有,Check whether there is
Editor\Tools\UI\UIRuleManage.cs,合并所有块,Merge all chunks
Editor\Tools\UI\UIRuleManage.cs,规范化路径,Normalize path
Editor\Tools\UI\UIRuleManage.cs,搜索相关的,Search the related
Editor\Tools\UI\UIRuleManage.cs,对应方法名,Corresponding method name
Editor\Tools\UI\UIRuleManage.cs,键值对格式,Key-value format
Editor\Tools\UI\UIRuleManage.cs,创建状态树,Create state tree
Editor\Tools\UI\UIRuleManage.cs,查找相关的,Find related
Editor\Tools\UI\UIRuleManage.cs,文件不存在,File does not exist
Editor\Tools\UI\UIRuleManage.cs,查找对应的,Find the corresponding
Editor\Tools\UI\UIRuleManage.cs,尝试拼接到,Try to append to
Editor\Tools\UI\UIRuleManage.cs,如果提供了,If provided
Editor\Tools\UI\UIRuleManage.cs,如果路径以,If path starts with
Editor\Tools\UI\UIRuleManage.cs,清理资源,Clear resources
Editor\Tools\UI\UIRuleManage.cs,网络图片,Online image
Editor\Tools\UI\UIRuleManage.cs,避免阻塞,Avoid blocking
Editor\Tools\UI\UIRuleManage.cs,处理批量,Handle batch
Editor\Tools\UI\UIRuleManage.cs,自动载入,Auto load
Editor\Tools\UI\UIRuleManage.cs,获取节点,Get node
Editor\Tools\UI\UIRuleManage.cs,网络路径,Network path
Editor\Tools\UI\UIRuleManage.cs,规则信息,Rule info
Editor\Tools\UI\UIRuleManage.cs,简单格式,Simple format
Editor\Tools\UI\UIRuleManage.cs,添加数据,Add data
Editor\Tools\UI\UIRuleManage.cs,添加记录,Add record
Editor\Tools\UI\UIRuleManage.cs,详细格式,Detailed format
Editor\Tools\UI\UIRuleManage.cs,描述文本,Description text
Editor\Tools\UI\UIRuleManage.cs,读取失败,Read failed
Editor\Tools\UI\UIRuleManage.cs,直接返回,Directly return
Editor\Tools\UI\UIRuleManage.cs,本地路径,Local path
Editor\Tools\UI\UIRuleManage.cs,构建步骤,Build step
Editor\Tools\UI\UIRuleManage.cs,附加条件,Additional condition
Editor\Tools\UI\UIRuleManage.cs,协程版本,Coroutine version
Editor\Tools\UI\UIRuleManage.cs,检查超时,Check timeout
Editor\Tools\UI\UIRuleManage.cs,添加标题,Add title
Editor\Tools\UI\UIRuleManage.cs,尝试解析,Try to parse
Editor\Tools\UI\UIRuleManage.cs,创建新的,Create new
Editor\Tools\UI\UIRuleManage.cs,中的配置,Config in
Editor\Tools\UI\UIRuleManage.cs,负责管理,Responsible for management
Editor\Tools\UI\UIRuleManage.cs,修改记录,Modification record
Editor\Tools\UI\UIRuleManage.cs,构建环境,Build environment
Editor\Tools\UI\UIRuleManage.cs,尝试加载,Try to load
Editor\Tools\UI\UIRuleManage.cs,制作规则,Make rules
Editor\Tools\UI\UIRuleManage.cs,转换失败,Conversion failed
Editor\Tools\UI\UIRuleManage.cs,不包含,Does not contain
Editor\Tools\UI\UIRuleManage.cs,不再从,No longer from
Editor\Tools\UI\UIRuleManage.cs,目录下,In the directory
Editor\Tools\UI\UIRuleManage.cs,中获取,Get from
Editor\Tools\UI\UIRuleManage.cs,秒超时,Seconds timeout
Editor\Tools\UI\UIRuleManage.cs,转换为,Convert to
Editor\Tools\UI\UIRuleManage.cs,避免在,Avoid in
Editor\Tools\UI\UIRuleManage.cs,默认为,Default is
Editor\Tools\UI\UIRuleManage.cs,现在从,Now from
Editor\Tools\UI\UIRuleManage.cs,中使用,Use in
Editor\Tools\UI\UIRuleManage.cs,或对象,Or object
Editor\Tools\UI\UIRuleManage.cs,字符串,String
Editor\Tools\UI\UIRuleManage.cs,大小,Size
Editor\Tools\UI\UIRuleManage.cs,使用,Use
Editor\Tools\UI\UIRuleManage.cs,信息,Information
Editor\Tools\UI\UIRuleManage.cs,注意,Note
Editor\Tools\UI\UIRuleManage.cs,管理,Manage
Editor\Tools\UI\UIRuleManage.cs,路径,Path
Editor\Tools\UI\UIRuleManage.cs,前缀,Prefix
Editor\Tools\UI\UIRuleManage.cs,下载,Download
Editor\Tools\UI\UIRuleManage.cs,添加,Add
Editor\Tools\UI\UIRuleManage.cs,读取,Read
Editor\Tools\UI\UIRuleManage.cs,数据,Data
Editor\Tools\UI\UIRuleManage.cs,创建,Create
Editor\Tools\UI\UIRuleManage.cs,兼容,Compatible
Editor\Tools\UI\UIRuleManage.cs,规则,Rule
Editor\Tools\UI\UIRuleManage.cs,成功,Success
Editor\Tools\UI\UIRuleManage.cs,实例,Instance
Editor\Tools\UI\UIRuleManage.cs,获取,Get
Editor\Tools\UI\UIRuleManage.cs,根据,According to
Editor\Tools\UI\UIRuleManage.cs,一次,Once
Editor\Tools\UI\UIRuleManage.cs,开头,Start
Editor\Tools\UI\UIRuleManage.cs,格式,Format
Editor\Tools\UI\UIRuleManage.cs,确保,Ensure
Editor\Tools\UI\UIRuleManage.cs,类型,Type
Editor\Tools\UI\UIRuleManage.cs,构建,Build
Editor\Tools\UI\UIRuleManage.cs,和,And
Editor\Tools\Window\GameView.cs,检查是否已存在相同的自定义尺寸,Check if the same custom size already exists
Editor\Tools\Window\GameView.cs,创建当前方法支持的参数键列表,Create the list of parameter keys supported by the current method
Editor\Tools\Window\GameView.cs,获取当前平台的游戏视图尺寸组,Get the game view size group for the current platform
Editor\Tools\Window\GameView.cs,这个功能需要更复杂的反射实现,This feature requires more complex reflection
Editor\Tools\Window\GameView.cs,处理通过方法或属性获取的实例,Handle instance retrieved by method or property
Editor\Tools\Window\GameView.cs,尝试多种方式获取当前组类型,Try multiple ways to get the current group type
Editor\Tools\Window\GameView.cs,处理设置目标帧率的操作,Handle setting target frame rate operation
Editor\Tools\Window\GameView.cs,处理获取统计信息的操作,Handle get statistics operation
Editor\Tools\Window\GameView.cs,查找是否有匹配的分辨率,Check if matching resolution exists
Editor\Tools\Window\GameView.cs,获取选中的分辨率索引,Get index of selected resolution
Editor\Tools\Window\GameView.cs,如果前两种方法都失败,If the first two methods fail
Editor\Tools\Window\GameView.cs,可能产生警告但能工作,May show warning but will work
Editor\Tools\Window\GameView.cs,处理最大化窗口的操作,Handle maximize window operation
Editor\Tools\Window\GameView.cs,处理设置分辨率的操作,Handle set resolution operation
Editor\Tools\Window\GameView.cs,处理获取分辨率的操作,Handle get resolution operation
Editor\Tools\Window\GameView.cs,处理设置宽高比的操作,Handle set aspect ratio operation
Editor\Tools\Window\GameView.cs,添加新的自定义尺寸,Add new custom size
Editor\Tools\Window\GameView.cs,会产生警告但能工作,Will show warning but will work
Editor\Tools\Window\GameView.cs,因为它不是公开的,Because it is not public
Editor\Tools\Window\GameView.cs,创建自定义分辨率,Create custom resolution
Editor\Tools\Window\GameView.cs,尝试通过属性获取,Try to get by property
Editor\Tools\Window\GameView.cs,窗口当前分辨率,Current window resolution
Editor\Tools\Window\GameView.cs,获取选中的尺寸,Get selected size
Editor\Tools\Window\GameView.cs,尝试最后的方法,Try the last method
Editor\Tools\Window\GameView.cs,只记录设置请求,Only record set request
Editor\Tools\Window\GameView.cs,获取当前平台组,Get current platform group
Editor\Tools\Window\GameView.cs,获取尺寸属性,Get size property
Editor\Tools\Window\GameView.cs,使用反射访问,Access by reflection
Editor\Tools\Window\GameView.cs,新添加的索引,Newly added index
Editor\Tools\Window\GameView.cs,获取单例实例,Get singleton instance
Editor\Tools\Window\GameView.cs,推断当前平台,Infer current platform
Editor\Tools\Window\GameView.cs,窗口统计信息,Window statistics
Editor\Tools\Window\GameView.cs,使用该分辨率,Use this resolution
Editor\Tools\Window\GameView.cs,设置目标帧率,Set target frame rate
Editor\Tools\Window\GameView.cs,通过属性获取,Get by property
Editor\Tools\Window\GameView.cs,获取当前的,Get current
Editor\Tools\Window\GameView.cs,设置宽高比,Set aspect ratio
Editor\Tools\Window\GameView.cs,如果没找到,If not found
Editor\Tools\Window\GameView.cs,使用完整的,Use complete
Editor\Tools\Window\GameView.cs,窗口分辨率,Window resolution
Editor\Tools\Window\GameView.cs,尝试最大化,Try maximize
Editor\Tools\Window\GameView.cs,对应方法名,Corresponding method name
Editor\Tools\Window\GameView.cs,获取实例,Get instance
Editor\Tools\Window\GameView.cs,迁移而来,Migrated from
Editor\Tools\Window\GameView.cs,简化版本,Simplified version
Editor\Tools\Window\GameView.cs,获取该组,Get this group
Editor\Tools\Window\GameView.cs,窗口管理,Window management
Editor\Tools\Window\GameView.cs,尝试通过,Try via
Editor\Tools\Window\GameView.cs,处理设置,Handle setting
Editor\Tools\Window\GameView.cs,备用方法,Alternative method
Editor\Tools\Window\GameView.cs,的操作,Operation of
Editor\Tools\Window\GameView.cs,近似值,Approximate value
Editor\Tools\Window\GameView.cs,默认为,Default is
Editor\Tools\Window\GameView.cs,最大化,Maximize
Editor\Tools\Window\GameView.cs,默认,Default
Editor\Tools\Window\GameView.cs,尝试,Try
Editor\Tools\Window\GameView.cs,使用,Use
Editor\Tools\Window\GameView.cs,设置,Set
Editor\Tools\Window\GameView.cs,实例,Instance
Editor\Tools\Window\GameView.cs,方式,Method
Editor\Tools\Window\GameView.cs,获取,Get
Editor\Tools\Window\GameView.cs,刷新,Refresh
Editor\Tools\Window\GameView.cs,根据,According to
Editor\Tools\Window\GameView.cs,方法,Method
Editor\Tools\Window\GameView.cs,实现,Implement
Editor\Tools\Window\GameView.cs,窗口,Window
Editor\Tools\Window\GameView.cs,从,From
Editor\Tools\Window\GameView.cs,类,Class
Editor\Utils\ConsoleUtils.cs,使用标准换行符连接从堆栈开始索引往后的行,Join lines from stack start index with standard newline
Editor\Utils\ConsoleUtils.cs,使用反射将条目数据获取到我们的实例中,Use reflection to get entry data into our instance
Editor\Utils\ConsoleUtils.cs,消息内容和堆栈跟踪推断正确的日志类型,Infer correct log type from message and stack trace
Editor\Utils\ConsoleUtils.cs,使用堆栈跟踪信息进行更准确的类型识别,Identify type more accurately using stack trace info
Editor\Utils\ConsoleUtils.cs,日志消息通常在主消息后附加堆栈跟踪,Log message usually appends stack trace after main message
Editor\Utils\ConsoleUtils.cs,移除空行以优雅地处理不同的行结尾,Remove blank lines to gracefully handle line endings
Editor\Utils\ConsoleUtils.cs,尝试从日志消息中提取堆栈跟踪部分,Try to extract stack trace section from log message
Editor\Utils\ConsoleUtils.cs,包含潜在堆栈跟踪的完整日志消息,Full log message containing possible stack trace
Editor\Utils\ConsoleUtils.cs,基于模式没有找到明确的堆栈跟踪,No explicit stack trace found based on pattern
